# Histogrammed data for fix 10
# TimeStep Number-of-bins Total-counts Missing-counts Min-value Max-value
# Bin Coord Count Count/Total
5000000 200 600000 0 0.78794 23.7572
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 1 1.66667e-06
5 0.9 251 0.000418333
6 1.1 423 0.000705
7 1.3 443 0.000738333
8 1.5 357 0.000595
9 1.7 300 0.0005
10 1.9 356 0.000593333
11 2.1 357 0.000595
12 2.3 442 0.000736667
13 2.5 624 0.00104
14 2.7 699 0.001165
15 2.9 747 0.001245
16 3.1 797 0.00132833
17 3.3 828 0.00138
18 3.5 914 0.00152333
19 3.7 891 0.001485
20 3.9 952 0.00158667
21 4.1 1015 0.00169167
22 4.3 1088 0.00181333
23 4.5 1135 0.00189167
24 4.7 1197 0.001995
25 4.9 1269 0.002115
26 5.1 1286 0.00214333
27 5.3 1355 0.00225833
28 5.5 1457 0.00242833
29 5.7 1536 0.00256
30 5.9 1608 0.00268
31 6.1 1737 0.002895
32 6.3 1815 0.003025
33 6.5 1919 0.00319833
34 6.7 1962 0.00327
35 6.9 2091 0.003485
36 7.1 2134 0.00355667
37 7.3 2226 0.00371
38 7.5 2360 0.00393333
39 7.7 2385 0.003975
40 7.9 2501 0.00416833
41 8.1 2600 0.00433333
42 8.3 2594 0.00432333
43 8.5 2696 0.00449333
44 8.7 2845 0.00474167
45 8.9 2756 0.00459333
46 9.1 2993 0.00498833
47 9.3 3045 0.005075
48 9.5 3230 0.00538333
49 9.7 3372 0.00562
50 9.9 3352 0.00558667
51 10.1 3552 0.00592
52 10.3 3672 0.00612
53 10.5 3882 0.00647
54 10.7 3963 0.006605
55 10.9 4203 0.007005
56 11.1 4440 0.0074
57 11.3 4507 0.00751167
58 11.5 4862 0.00810333
59 11.7 5172 0.00862
60 11.9 5527 0.00921167
61 12.1 5741 0.00956833
62 12.3 5998 0.00999667
63 12.5 6375 0.010625
64 12.7 6752 0.0112533
65 12.9 7169 0.0119483
66 13.1 7530 0.01255
67 13.3 8018 0.0133633
68 13.5 8265 0.013775
69 13.7 8735 0.0145583
70 13.9 9041 0.0150683
71 14.1 9613 0.0160217
72 14.3 10122 0.01687
73 14.5 10408 0.0173467
74 14.7 10776 0.01796
75 14.9 11311 0.0188517
76 15.1 11698 0.0194967
77 15.3 12230 0.0203833
78 15.5 12630 0.02105
79 15.7 13195 0.0219917
80 15.9 13658 0.0227633
81 16.1 14013 0.023355
82 16.3 14427 0.024045
83 16.5 14966 0.0249433
84 16.7 15377 0.0256283
85 16.9 15519 0.025865
86 17.1 15777 0.026295
87 17.3 16050 0.02675
88 17.5 15983 0.0266383
89 17.7 16048 0.0267467
90 17.9 15821 0.0263683
91 18.1 15371 0.0256183
92 18.3 14783 0.0246383
93 18.5 14101 0.0235017
94 18.7 13503 0.022505
95 18.9 12576 0.02096
96 19.1 11354 0.0189233
97 19.3 10342 0.0172367
98 19.5 8939 0.0148983
99 19.7 7918 0.0131967
100 19.9 6684 0.01114
101 20.1 5603 0.00933833
102 20.3 4685 0.00780833
103 20.5 3739 0.00623167
104 20.7 2894 0.00482333
105 20.9 2112 0.00352
106 21.1 1681 0.00280167
107 21.3 1197 0.001995
108 21.5 843 0.001405
109 21.7 584 0.000973333
110 21.9 410 0.000683333
111 22.1 273 0.000455
112 22.3 191 0.000318333
113 22.5 110 0.000183333
114 22.7 62 0.000103333
115 22.9 26 4.33333e-05
116 23.1 29 4.83333e-05
117 23.3 14 2.33333e-05
118 23.5 7 1.16667e-05
119 23.7 2 3.33333e-06
120 23.9 0 0
121 24.1 0 0
122 24.3 0 0
123 24.5 0 0
124 24.7 0 0
125 24.9 0 0
126 25.1 0 0
127 25.3 0 0
128 25.5 0 0
129 25.7 0 0
130 25.9 0 0
131 26.1 0 0
132 26.3 0 0
133 26.5 0 0
134 26.7 0 0
135 26.9 0 0
136 27.1 0 0
137 27.3 0 0
138 27.5 0 0
139 27.7 0 0
140 27.9 0 0
141 28.1 0 0
142 28.3 0 0
143 28.5 0 0
144 28.7 0 0
145 28.9 0 0
146 29.1 0 0
147 29.3 0 0
148 29.5 0 0
149 29.7 0 0
150 29.9 0 0
151 30.1 0 0
152 30.3 0 0
153 30.5 0 0
154 30.7 0 0
155 30.9 0 0
156 31.1 0 0
157 31.3 0 0
158 31.5 0 0
159 31.7 0 0
160 31.9 0 0
161 32.1 0 0
162 32.3 0 0
163 32.5 0 0
164 32.7 0 0
165 32.9 0 0
166 33.1 0 0
167 33.3 0 0
168 33.5 0 0
169 33.7 0 0
170 33.9 0 0
171 34.1 0 0
172 34.3 0 0
173 34.5 0 0
174 34.7 0 0
175 34.9 0 0
176 35.1 0 0
177 35.3 0 0
178 35.5 0 0
179 35.7 0 0
180 35.9 0 0
181 36.1 0 0
182 36.3 0 0
183 36.5 0 0
184 36.7 0 0
185 36.9 0 0
186 37.1 0 0
187 37.3 0 0
188 37.5 0 0
189 37.7 0 0
190 37.9 0 0
191 38.1 0 0
192 38.3 0 0
193 38.5 0 0
194 38.7 0 0
195 38.9 0 0
196 39.1 0 0
197 39.3 0 0
198 39.5 0 0
199 39.7 0 0
200 39.9 0 0
