# Histogrammed data for fix 10
# TimeStep Number-of-bins Total-counts Missing-counts Min-value Max-value
# Bin Coord Count Count/Total
5000000 200 600000 0 0.782184 24.6672
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 1 1.66667e-06
5 0.9 187 0.000311667
6 1.1 494 0.000823333
7 1.3 421 0.000701667
8 1.5 291 0.000485
9 1.7 274 0.000456667
10 1.9 315 0.000525
11 2.1 382 0.000636667
12 2.3 466 0.000776667
13 2.5 553 0.000921667
14 2.7 642 0.00107
15 2.9 675 0.001125
16 3.1 735 0.001225
17 3.3 741 0.001235
18 3.5 791 0.00131833
19 3.7 850 0.00141667
20 3.9 818 0.00136333
21 4.1 888 0.00148
22 4.3 933 0.001555
23 4.5 948 0.00158
24 4.7 993 0.001655
25 4.9 1045 0.00174167
26 5.1 1043 0.00173833
27 5.3 1094 0.00182333
28 5.5 1166 0.00194333
29 5.7 1135 0.00189167
30 5.9 1215 0.002025
31 6.1 1393 0.00232167
32 6.3 1416 0.00236
33 6.5 1542 0.00257
34 6.7 1577 0.00262833
35 6.9 1639 0.00273167
36 7.1 1802 0.00300333
37 7.3 1936 0.00322667
38 7.5 1981 0.00330167
39 7.7 2097 0.003495
40 7.9 2207 0.00367833
41 8.1 2355 0.003925
42 8.3 2566 0.00427667
43 8.5 2678 0.00446333
44 8.7 2898 0.00483
45 8.9 3046 0.00507667
46 9.1 3116 0.00519333
47 9.3 3237 0.005395
48 9.5 3436 0.00572667
49 9.7 3435 0.005725
50 9.9 3724 0.00620667
51 10.1 3963 0.006605
52 10.3 4159 0.00693167
53 10.5 4573 0.00762167
54 10.7 4695 0.007825
55 10.9 4842 0.00807
56 11.1 5256 0.00876
57 11.3 5513 0.00918833
58 11.5 5650 0.00941667
59 11.7 5866 0.00977667
60 11.9 6152 0.0102533
61 12.1 6353 0.0105883
62 12.3 6731 0.0112183
63 12.5 7005 0.011675
64 12.7 7368 0.01228
65 12.9 7632 0.01272
66 13.1 8060 0.0134333
67 13.3 8382 0.01397
68 13.5 8686 0.0144767
69 13.7 8968 0.0149467
70 13.9 9500 0.0158333
71 14.1 9950 0.0165833
72 14.3 10252 0.0170867
73 14.5 10998 0.01833
74 14.7 11280 0.0188
75 14.9 11680 0.0194667
76 15.1 12293 0.0204883
77 15.3 12937 0.0215617
78 15.5 13368 0.02228
79 15.7 13895 0.0231583
80 15.9 14425 0.0240417
81 16.1 14920 0.0248667
82 16.3 15190 0.0253167
83 16.5 15628 0.0260467
84 16.7 15930 0.02655
85 16.9 15824 0.0263733
86 17.1 16012 0.0266867
87 17.3 15951 0.026585
88 17.5 16014 0.02669
89 17.7 15645 0.026075
90 17.9 15077 0.0251283
91 18.1 14771 0.0246183
92 18.3 13906 0.0231767
93 18.5 13073 0.0217883
94 18.7 12221 0.0203683
95 18.9 11287 0.0188117
96 19.1 10208 0.0170133
97 19.3 8963 0.0149383
98 19.5 8114 0.0135233
99 19.7 6928 0.0115467
100 19.9 5748 0.00958
101 20.1 4815 0.008025
102 20.3 3873 0.006455
103 20.5 3147 0.005245
104 20.7 2495 0.00415833
105 20.9 1900 0.00316667
106 21.1 1426 0.00237667
107 21.3 1047 0.001745
108 21.5 752 0.00125333
109 21.7 549 0.000915
110 21.9 355 0.000591667
111 22.1 230 0.000383333
112 22.3 148 0.000246667
113 22.5 95 0.000158333
114 22.7 56 9.33333e-05
115 22.9 40 6.66667e-05
116 23.1 27 4.5e-05
117 23.3 13 2.16667e-05
118 23.5 8 1.33333e-05
119 23.7 2 3.33333e-06
120 23.9 0 0
121 24.1 1 1.66667e-06
122 24.3 0 0
123 24.5 1 1.66667e-06
124 24.7 1 1.66667e-06
125 24.9 0 0
126 25.1 0 0
127 25.3 0 0
128 25.5 0 0
129 25.7 0 0
130 25.9 0 0
131 26.1 0 0
132 26.3 0 0
133 26.5 0 0
134 26.7 0 0
135 26.9 0 0
136 27.1 0 0
137 27.3 0 0
138 27.5 0 0
139 27.7 0 0
140 27.9 0 0
141 28.1 0 0
142 28.3 0 0
143 28.5 0 0
144 28.7 0 0
145 28.9 0 0
146 29.1 0 0
147 29.3 0 0
148 29.5 0 0
149 29.7 0 0
150 29.9 0 0
151 30.1 0 0
152 30.3 0 0
153 30.5 0 0
154 30.7 0 0
155 30.9 0 0
156 31.1 0 0
157 31.3 0 0
158 31.5 0 0
159 31.7 0 0
160 31.9 0 0
161 32.1 0 0
162 32.3 0 0
163 32.5 0 0
164 32.7 0 0
165 32.9 0 0
166 33.1 0 0
167 33.3 0 0
168 33.5 0 0
169 33.7 0 0
170 33.9 0 0
171 34.1 0 0
172 34.3 0 0
173 34.5 0 0
174 34.7 0 0
175 34.9 0 0
176 35.1 0 0
177 35.3 0 0
178 35.5 0 0
179 35.7 0 0
180 35.9 0 0
181 36.1 0 0
182 36.3 0 0
183 36.5 0 0
184 36.7 0 0
185 36.9 0 0
186 37.1 0 0
187 37.3 0 0
188 37.5 0 0
189 37.7 0 0
190 37.9 0 0
191 38.1 0 0
192 38.3 0 0
193 38.5 0 0
194 38.7 0 0
195 38.9 0 0
196 39.1 0 0
197 39.3 0 0
198 39.5 0 0
199 39.7 0 0
200 39.9 0 0
