# Histogrammed data for fix 10
# TimeStep Number-of-bins Total-counts Missing-counts Min-value Max-value
# Bin Coord Count Count/Total
5000000 200 600000 0 0.779148 24.1534
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 2 3.33333e-06
5 0.9 229 0.000381667
6 1.1 464 0.000773333
7 1.3 357 0.000595
8 1.5 330 0.00055
9 1.7 299 0.000498333
10 1.9 301 0.000501667
11 2.1 363 0.000605
12 2.3 403 0.000671667
13 2.5 553 0.000921667
14 2.7 650 0.00108333
15 2.9 655 0.00109167
16 3.1 693 0.001155
17 3.3 748 0.00124667
18 3.5 778 0.00129667
19 3.7 795 0.001325
20 3.9 826 0.00137667
21 4.1 856 0.00142667
22 4.3 997 0.00166167
23 4.5 996 0.00166
24 4.7 1101 0.001835
25 4.9 1110 0.00185
26 5.1 1139 0.00189833
27 5.3 1272 0.00212
28 5.5 1262 0.00210333
29 5.7 1408 0.00234667
30 5.9 1404 0.00234
31 6.1 1540 0.00256667
32 6.3 1576 0.00262667
33 6.5 1662 0.00277
34 6.7 1779 0.002965
35 6.9 1897 0.00316167
36 7.1 1964 0.00327333
37 7.3 2090 0.00348333
38 7.5 2152 0.00358667
39 7.7 2347 0.00391167
40 7.9 2513 0.00418833
41 8.1 2622 0.00437
42 8.3 2668 0.00444667
43 8.5 2812 0.00468667
44 8.7 3074 0.00512333
45 8.9 3123 0.005205
46 9.1 3421 0.00570167
47 9.3 3547 0.00591167
48 9.5 3667 0.00611167
49 9.7 3910 0.00651667
50 9.9 4103 0.00683833
51 10.1 4254 0.00709
52 10.3 4476 0.00746
53 10.5 4720 0.00786667
54 10.7 5068 0.00844667
55 10.9 5061 0.008435
56 11.1 5541 0.009235
57 11.3 5635 0.00939167
58 11.5 5997 0.009995
59 11.7 6326 0.0105433
60 11.9 6428 0.0107133
61 12.1 6826 0.0113767
62 12.3 7078 0.0117967
63 12.5 7132 0.0118867
64 12.7 7350 0.01225
65 12.9 7626 0.01271
66 13.1 8056 0.0134267
67 13.3 8018 0.0133633
68 13.5 8452 0.0140867
69 13.7 8717 0.0145283
70 13.9 8934 0.01489
71 14.1 9270 0.01545
72 14.3 9533 0.0158883
73 14.5 9802 0.0163367
74 14.7 10244 0.0170733
75 14.9 10659 0.017765
76 15.1 11158 0.0185967
77 15.3 11331 0.018885
78 15.5 11855 0.0197583
79 15.7 12270 0.02045
80 15.9 12832 0.0213867
81 16.1 13566 0.02261
82 16.3 13907 0.0231783
83 16.5 14401 0.0240017
84 16.7 14722 0.0245367
85 16.9 14947 0.0249117
86 17.1 15537 0.025895
87 17.3 15526 0.0258767
88 17.5 15577 0.0259617
89 17.7 15674 0.0261233
90 17.9 15467 0.0257783
91 18.1 14946 0.02491
92 18.3 14717 0.0245283
93 18.5 13881 0.023135
94 18.7 13213 0.0220217
95 18.9 12178 0.0202967
96 19.1 11192 0.0186533
97 19.3 10144 0.0169067
98 19.5 8773 0.0146217
99 19.7 7707 0.012845
100 19.9 6574 0.0109567
101 20.1 5467 0.00911167
102 20.3 4466 0.00744333
103 20.5 3573 0.005955
104 20.7 2812 0.00468667
105 20.9 2160 0.0036
106 21.1 1666 0.00277667
107 21.3 1264 0.00210667
108 21.5 932 0.00155333
109 21.7 687 0.001145
110 21.9 399 0.000665
111 22.1 290 0.000483333
112 22.3 211 0.000351667
113 22.5 140 0.000233333
114 22.7 67 0.000111667
115 22.9 58 9.66667e-05
116 23.1 25 4.16667e-05
117 23.3 12 2e-05
118 23.5 7 1.16667e-05
119 23.7 4 6.66667e-06
120 23.9 3 5e-06
121 24.1 1 1.66667e-06
122 24.3 0 0
123 24.5 0 0
124 24.7 0 0
125 24.9 0 0
126 25.1 0 0
127 25.3 0 0
128 25.5 0 0
129 25.7 0 0
130 25.9 0 0
131 26.1 0 0
132 26.3 0 0
133 26.5 0 0
134 26.7 0 0
135 26.9 0 0
136 27.1 0 0
137 27.3 0 0
138 27.5 0 0
139 27.7 0 0
140 27.9 0 0
141 28.1 0 0
142 28.3 0 0
143 28.5 0 0
144 28.7 0 0
145 28.9 0 0
146 29.1 0 0
147 29.3 0 0
148 29.5 0 0
149 29.7 0 0
150 29.9 0 0
151 30.1 0 0
152 30.3 0 0
153 30.5 0 0
154 30.7 0 0
155 30.9 0 0
156 31.1 0 0
157 31.3 0 0
158 31.5 0 0
159 31.7 0 0
160 31.9 0 0
161 32.1 0 0
162 32.3 0 0
163 32.5 0 0
164 32.7 0 0
165 32.9 0 0
166 33.1 0 0
167 33.3 0 0
168 33.5 0 0
169 33.7 0 0
170 33.9 0 0
171 34.1 0 0
172 34.3 0 0
173 34.5 0 0
174 34.7 0 0
175 34.9 0 0
176 35.1 0 0
177 35.3 0 0
178 35.5 0 0
179 35.7 0 0
180 35.9 0 0
181 36.1 0 0
182 36.3 0 0
183 36.5 0 0
184 36.7 0 0
185 36.9 0 0
186 37.1 0 0
187 37.3 0 0
188 37.5 0 0
189 37.7 0 0
190 37.9 0 0
191 38.1 0 0
192 38.3 0 0
193 38.5 0 0
194 38.7 0 0
195 38.9 0 0
196 39.1 0 0
197 39.3 0 0
198 39.5 0 0
199 39.7 0 0
200 39.9 0 0
