# Histogrammed data for fix 10
# TimeStep Number-of-bins Total-counts Missing-counts Min-value Max-value
# Bin Coord Count Count/Total
5000000 200 600000 0 0.773424 24.6882
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 1 1.66667e-06
5 0.9 185 0.000308333
6 1.1 406 0.000676667
7 1.3 302 0.000503333
8 1.5 244 0.000406667
9 1.7 296 0.000493333
10 1.9 280 0.000466667
11 2.1 321 0.000535
12 2.3 424 0.000706667
13 2.5 521 0.000868333
14 2.7 559 0.000931667
15 2.9 582 0.00097
16 3.1 639 0.001065
17 3.3 685 0.00114167
18 3.5 782 0.00130333
19 3.7 749 0.00124833
20 3.9 804 0.00134
21 4.1 825 0.001375
22 4.3 881 0.00146833
23 4.5 942 0.00157
24 4.7 1010 0.00168333
25 4.9 1101 0.001835
26 5.1 1062 0.00177
27 5.3 1155 0.001925
28 5.5 1191 0.001985
29 5.7 1233 0.002055
30 5.9 1377 0.002295
31 6.1 1413 0.002355
32 6.3 1458 0.00243
33 6.5 1580 0.00263333
34 6.7 1725 0.002875
35 6.9 1741 0.00290167
36 7.1 1895 0.00315833
37 7.3 1914 0.00319
38 7.5 2078 0.00346333
39 7.7 2162 0.00360333
40 7.9 2338 0.00389667
41 8.1 2435 0.00405833
42 8.3 2509 0.00418167
43 8.5 2768 0.00461333
44 8.7 2792 0.00465333
45 8.9 3007 0.00501167
46 9.1 3324 0.00554
47 9.3 3468 0.00578
48 9.5 3514 0.00585667
49 9.7 3695 0.00615833
50 9.9 3918 0.00653
51 10.1 3912 0.00652
52 10.3 4214 0.00702333
53 10.5 4395 0.007325
54 10.7 4615 0.00769167
55 10.9 4730 0.00788333
56 11.1 4930 0.00821667
57 11.3 5067 0.008445
58 11.5 5388 0.00898
59 11.7 5564 0.00927333
60 11.9 5930 0.00988333
61 12.1 6121 0.0102017
62 12.3 6512 0.0108533
63 12.5 6695 0.0111583
64 12.7 7153 0.0119217
65 12.9 7443 0.012405
66 13.1 7760 0.0129333
67 13.3 8197 0.0136617
68 13.5 8363 0.0139383
69 13.7 8918 0.0148633
70 13.9 9279 0.015465
71 14.1 9593 0.0159883
72 14.3 10099 0.0168317
73 14.5 10467 0.017445
74 14.7 11067 0.018445
75 14.9 11312 0.0188533
76 15.1 11700 0.0195
77 15.3 12563 0.0209383
78 15.5 12534 0.02089
79 15.7 13253 0.0220883
80 15.9 13572 0.02262
81 16.1 14160 0.0236
82 16.3 14766 0.02461
83 16.5 14881 0.0248017
84 16.7 15276 0.02546
85 16.9 15609 0.026015
86 17.1 16056 0.02676
87 17.3 16086 0.02681
88 17.5 16015 0.0266917
89 17.7 16025 0.0267083
90 17.9 15609 0.026015
91 18.1 15329 0.0255483
92 18.3 14670 0.02445
93 18.5 13941 0.023235
94 18.7 13100 0.0218333
95 18.9 12334 0.0205567
96 19.1 10914 0.01819
97 19.3 9927 0.016545
98 19.5 8749 0.0145817
99 19.7 7479 0.012465
100 19.9 6412 0.0106867
101 20.1 5290 0.00881667
102 20.3 4403 0.00733833
103 20.5 3399 0.005665
104 20.7 2706 0.00451
105 20.9 2071 0.00345167
106 21.1 1531 0.00255167
107 21.3 1146 0.00191
108 21.5 806 0.00134333
109 21.7 558 0.00093
110 21.9 399 0.000665
111 22.1 263 0.000438333
112 22.3 186 0.00031
113 22.5 115 0.000191667
114 22.7 65 0.000108333
115 22.9 36 6e-05
116 23.1 23 3.83333e-05
117 23.3 12 2e-05
118 23.5 3 5e-06
119 23.7 6 1e-05
120 23.9 4 6.66667e-06
121 24.1 0 0
122 24.3 1 1.66667e-06
123 24.5 1 1.66667e-06
124 24.7 1 1.66667e-06
125 24.9 0 0
126 25.1 0 0
127 25.3 0 0
128 25.5 0 0
129 25.7 0 0
130 25.9 0 0
131 26.1 0 0
132 26.3 0 0
133 26.5 0 0
134 26.7 0 0
135 26.9 0 0
136 27.1 0 0
137 27.3 0 0
138 27.5 0 0
139 27.7 0 0
140 27.9 0 0
141 28.1 0 0
142 28.3 0 0
143 28.5 0 0
144 28.7 0 0
145 28.9 0 0
146 29.1 0 0
147 29.3 0 0
148 29.5 0 0
149 29.7 0 0
150 29.9 0 0
151 30.1 0 0
152 30.3 0 0
153 30.5 0 0
154 30.7 0 0
155 30.9 0 0
156 31.1 0 0
157 31.3 0 0
158 31.5 0 0
159 31.7 0 0
160 31.9 0 0
161 32.1 0 0
162 32.3 0 0
163 32.5 0 0
164 32.7 0 0
165 32.9 0 0
166 33.1 0 0
167 33.3 0 0
168 33.5 0 0
169 33.7 0 0
170 33.9 0 0
171 34.1 0 0
172 34.3 0 0
173 34.5 0 0
174 34.7 0 0
175 34.9 0 0
176 35.1 0 0
177 35.3 0 0
178 35.5 0 0
179 35.7 0 0
180 35.9 0 0
181 36.1 0 0
182 36.3 0 0
183 36.5 0 0
184 36.7 0 0
185 36.9 0 0
186 37.1 0 0
187 37.3 0 0
188 37.5 0 0
189 37.7 0 0
190 37.9 0 0
191 38.1 0 0
192 38.3 0 0
193 38.5 0 0
194 38.7 0 0
195 38.9 0 0
196 39.1 0 0
197 39.3 0 0
198 39.5 0 0
199 39.7 0 0
200 39.9 0 0
